#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
257500,-104043.42181045096,18522.554156397237,-85520.86765405373,297.0334946395106,77.47295259313147,0.968191985060571,131
260000,-104162.25310489885,18981.045594203053,-85181.2075106958,304.38600730508807,76.93849166530796,0.9749176275243948,131
262500,-104351.41038574907,18368.560364730074,-85982.850021019,294.5640018414081,76.21733818355965,0.9841421066030761,131
265000,-104097.27206809993,18779.12223023153,-85318.1498378684,301.14790083535416,77.08383291124261,0.973079424397791,131
267500,-103884.99881876307,18520.60238694679,-85364.39643181628,297.0021954517365,77.62864389989916,0.9662501879637356,131
270000,-104235.1556666171,18702.76854954788,-85532.38711706921,299.92346923642043,77.77451174102666,0.964437964064772,131
272500,-103849.15984853229,18504.651071406086,-85344.5087771262,296.7463951469219,77.09711064191777,0.9729118398227646,131
275000,-104255.40229480714,18609.862469674554,-85645.53982513258,298.43359816653344,77.13445394537061,0.972440821487779,131
277500,-104621.47920813796,18611.493850305676,-86009.98535783228,298.45975949859695,77.44506097788661,0.9685406766102899,131
280000,-104402.54908090818,18777.25749191409,-85625.29158899409,301.11799730615724,77.39150968169407,0.9692108613483961,131
282500,-104030.5597084678,18786.5973150332,-85243.9623934346,301.26777364245294,76.80303808624303,0.9766370397407889,131
285000,-103897.35211031523,18834.49887222005,-85062.85323809518,302.0359380548631,76.89066002274885,0.9755240979522795,131
287500,-103583.20961172367,18714.74342515727,-84868.4661865664,300.11550210187175,76.96861638541836,0.9745360548518032,131
290000,-104008.50190887903,18655.331025416497,-85353.17088346253,299.16274620379676,77.3124807713866,0.970201589850008,131
292500,-103759.92396282381,18802.182468780316,-84957.7414940435,301.5177020617688,76.96581264788064,0.9745715555919998,131
295000,-104017.53353818355,18484.122119624168,-85533.41141855938,296.4171864299392,77.50604495863513,0.9677786010069214,131
297500,-103755.59033549298,18578.755980285117,-85176.83435520786,297.9347647350695,77.59203606901363,0.9667060636600844,131
300000,-103629.08071401273,18473.60575496871,-85155.47495904402,296.2485427041259,77.4726240683253,0.9681960907054751,131
302500,-104316.60070288007,18537.940323583083,-85778.66037929698,297.280232047847,76.76289976564813,0.9771477105300067,131
305000,-104277.11584275262,19058.552323741373,-85218.56351901125,305.6289295575192,77.48181719489469,0.9680812153769389,131
307500,-103992.38551567949,18309.941070217872,-85682.44444546162,293.62396442781807,77.04218202363226,0.9736054949305428,131
310000,-103578.9758137702,18724.441189924255,-84854.53462384595,300.2710185028285,77.29643686312677,0.9704029681532365,131
312500,-103568.85494686407,18511.826355726458,-85057.02859113761,296.86146025936347,76.8688834521238,0.9758004590552571,131
315000,-104399.38691125484,18458.8708833899,-85940.51602786494,296.01224967665445,76.92454081090378,0.9750944363000378,131
317500,-104808.50116400642,18815.31755561661,-85993.18360838981,301.72834043876765,75.99414560801827,0.987032503089727,131
320000,-104421.38215545891,18406.897459064843,-86014.48469639407,295.1787875242265,77.76331261044577,0.9645768581825012,131
322500,-103530.5319478478,18359.3253358067,-85171.2066120411,294.41590601774124,77.50575799120777,0.9677821842366399,131
325000,-103717.89475524472,18378.619006965077,-85339.27574827964,294.7253053867596,77.55376498367839,0.9671831119409025,131
327500,-103762.26353710284,18638.074852730235,-85124.18868437261,298.8860208000633,77.08200593595163,0.9731024880433584,131
330000,-104156.0831620841,18784.510209626053,-85371.57295245805,301.2343041647809,76.99314569372535,0.9742255766250681,131
332500,-104063.50447997614,18993.042128001805,-85070.46235197433,304.5783874880649,76.72381251811093,0.9776455222678276,131
335000,-104075.14299668907,18676.673069321085,-85398.46992736799,299.5049939213741,76.35353197461242,0.9823866665996261,131
337500,-103894.88252399082,18879.340839288197,-85015.54168470262,302.75503791940105,77.25932901598696,0.9708690551030571,131
340000,-103992.71536359435,18491.055839114822,-85501.65952447953,296.5283777329187,77.32710323998734,0.9700181258161888,131
342500,-103703.06909283681,18905.906585129444,-84797.16250770737,303.1810545615068,78.11972548442718,0.960176079658653,131
345000,-104020.5782021723,18514.791088475962,-85505.78711369634,296.90900364467745,77.22178792093699,0.9713410396097615,131
347500,-103907.62136596697,18716.554183790926,-85191.06718217605,300.1445399959096,77.41926672907658,0.9688633712088133,132
350000,-104519.44829715078,18668.32485688594,-85851.12344026484,299.37111936537787,77.1815709436191,0.9718471759850688,131
352500,-104045.33274532924,18672.467666817538,-85372.8650785117,299.43755476630685,77.41631453528605,0.9689003178452623,131
355000,-104395.58188458427,18802.077314410824,-85593.50457017345,301.5160157732805,77.37057160067074,0.9694731499049335,131
357500,-104678.78482698253,18553.866534869187,-86124.91829211335,297.535629772952,77.39857993649032,0.9691223252570798,131
360000,-104438.82325115672,18420.386950997636,-86018.43630015908,295.3951092526381,77.22960499165464,0.971242721851974,131
362500,-104074.46374827286,18462.04849375831,-85612.41525451455,296.06320683431005,77.29936819792503,0.9703661686805473,131
365000,-104125.42482949386,18642.82628634444,-85482.59854314942,298.96221628147794,77.63638513728682,0.9661538417458163,131
367500,-104276.35613087448,18595.977441501105,-85680.37868937338,298.2109334947661,77.26354077535953,0.970816131475673,131
370000,-103762.68638880784,18903.104045999004,-84859.58234280883,303.13611216399784,77.75459977014904,0.964684944445489,131
372500,-104364.43687038601,18404.51983334124,-85959.91703704477,295.1406591715348,77.47447342989126,0.9681729792913643,131
375000,-103903.9859764101,18449.97650792403,-85454.00946848607,295.8696166787992,76.61806287841733,0.9789948863452247,131
377500,-103881.1999413122,18741.74052794976,-85139.45941336243,300.5484361194962,77.80604182148521,0.9640471357191532,129
380000,-104354.78297047562,18548.872016718407,-85805.91095375721,297.45553611157897,76.83672464299468,0.9762088650727788,128
382500,-103610.7069228224,18713.967640916817,-84896.73928190558,300.1030613821912,77.24391942690781,0.9710627362795147,128
385000,-103905.74085998058,18617.64340973273,-85288.09745024785,298.5583757645658,76.96288894256388,0.9746085781112659,128
387500,-103608.676792857,18891.02288238262,-84717.65391047439,302.9423748306913,76.53167245278836,0.980099994625357,128
390000,-104694.65897629969,18273.119417115056,-86421.53955918463,293.0334808364525,77.10727656534434,0.9727835698629761,127
392500,-103984.78183558886,18363.307680289727,-85621.47415529913,294.4797681443499,76.97745329611658,0.9744241793906108,126
395000,-103533.31870046712,18612.34919196833,-84920.96950849879,298.47347602608136,77.68554987961046,0.9655423933522858,126
397500,-104401.28313769179,18400.08983196295,-86001.19330572884,295.0696182783868,77.27926623635985,0.9706185813182052,126
400000,-103554.48902718653,18737.175294732908,-84817.31373245362,300.4752266061215,77.72125703136469,0.965098798252548,126
402500,-104252.27157035936,18786.570529875113,-85465.70104048424,301.26734410724714,77.01023362521985,0.9740094040577366,126
405000,-104000.57912404509,18540.174225199968,-85460.40489884512,297.3160555956332,77.36223126854621,0.9695776676770225,126
407500,-104101.76989319385,18707.48351321579,-85394.28637997806,299.9990798743245,77.83829393980193,0.9636476850026695,125
410000,-104249.27954396605,18689.37299973471,-85559.90654423134,299.7086539933375,77.454299278739,0.9684251546800468,125
412500,-104495.20861173363,18579.01425888203,-85916.1943528516,297.9389065717506,76.57977139816126,0.9794844041731952,125
415000,-103856.2884256749,18591.15075818682,-85265.13766748807,298.1335312855322,77.7837798935633,0.9643230486135645,125
417500,-104378.20792640338,18478.865322266705,-85899.34260413668,296.3328867768506,77.22120682456999,0.971348349036439,125
420000,-104285.20212420018,18889.90679990058,-85395.2953242996,302.924476981553,77.09719561902362,0.9729107674720554,125
422500,-104077.74542959302,18336.37635621382,-85741.3690733792,294.0478889748794,77.08278894645127,0.9730926032237278,125
425000,-103698.4466777267,18210.21798450686,-85488.22869321983,292.0247737117392,77.42347834039627,0.9688106678683167,125
427500,-103948.67832570244,18752.508580709808,-85196.16974499263,300.72111599478626,78.00533925075602,0.9615840720662012,125
430000,-103840.12593437044,18499.032082052203,-85341.09385231824,296.6562872692483,77.31211930873228,0.9702061259000482,125
432500,-103766.55547259678,18479.289729934186,-85287.2657426626,296.33969271147276,77.32658873014518,0.9700245800498619,125
435000,-104059.19552012265,18389.575433717575,-85669.62008640508,294.9010060865431,76.86450985114244,0.9758559822330357,124
437500,-103801.90365733381,18969.74146191636,-84832.16219541745,304.2047306901768,77.46214392407161,0.9683270815893114,124
440000,-104137.05768110696,18422.70586769894,-85714.35181340802,295.4322961290133,77.65338205181476,0.9659423682228984,124
442500,-104017.16943774105,18522.27823449811,-85494.89120324294,297.02906986929514,77.48001761932697,0.9681037003395949,123
445000,-104262.508651515,18375.84377165488,-85886.66487986012,294.68080084188557,77.57162394248728,0.9669604418138775,123
447500,-103974.77153718541,18305.44035938615,-85669.33117779926,293.5517896156717,76.89286413437804,0.9754961348371963,123
450000,-104010.59856922412,18363.28531945683,-85647.31324976729,294.47940955901214,77.07015003151871,0.9732521829654128,123
452500,-103393.85967496596,18610.023732962552,-84783.83594200341,298.4361842352574,77.55181710467248,0.9672074048040353,123
455000,-104098.50478249637,18651.75675702165,-85446.74802547472,299.10542811347636,78.15537381290507,0.9597381229243377,123
457500,-103921.6246291782,18987.91401597124,-84933.71061320696,304.4961514732863,77.51799298826738,0.9676294350267852,123
460000,-104328.8609343291,18588.88975728443,-85739.97117704467,298.09727316509424,76.23543775325624,0.9839084547847778,123
462500,-104112.91855137388,18508.72124207113,-85604.19730930275,296.81166568176326,77.57553475426569,0.966911694482685,123
465000,-103953.93739658291,18402.91511828825,-85551.02227829467,295.1149254570554,76.36040661488018,0.9822982234490968,123
467500,-104411.84323728713,18738.738637774135,-85673.104599513,300.50029686602926,77.72579461552716,0.9650424563773206,123
470000,-104208.9495366934,18617.446541786427,-85591.50299490697,298.5552187283613,77.06304458518112,0.9733419197672252,123
472500,-103700.10409192077,18487.194522399688,-85212.90956952109,296.4664564455994,77.08335505442219,0.9730854567330396,123
475000,-103831.63300973002,18860.776379421353,-84970.85663030867,302.4573324116302,77.82415963544025,0.9638227012153863,123
477500,-103608.92870344874,18656.937683551223,-84951.99101989751,299.18851107814504,77.86336782781906,0.9633373671366975,123
480000,-104566.8264769474,18759.19848071644,-85807.62799623096,300.8283973319593,76.4574998613506,0.9810508046387806,123
482500,-104356.25517175789,18682.11698729638,-85674.13818446151,299.5922942994472,77.16354695746944,0.9720741816208931,123
485000,-104153.18280545936,18705.930357891135,-85447.25244756823,299.9741729878387,77.19451633474876,0.9716841988409822,123
487500,-103363.84528516373,18734.208819668274,-84629.63646549545,300.427655280495,78.1936991171624,0.9592677236980099,123
490000,-103447.64667792805,18732.203207966406,-84715.44346996164,300.39549266147037,76.9629417311749,0.9746079096306706,123
492500,-103917.3373882029,18480.36550256808,-85436.97188563482,296.3569441392286,77.40753209849119,0.9690102464991196,123
495000,-103896.50261881377,18730.36339047691,-85166.13922833686,300.36598877049556,77.35286997522287,0.9696950065805406,124
497500,-104043.19710746629,18498.104882220738,-85545.09222524555,296.6414184016049,77.25907249115728,0.9708722786988234,124
500000,-104097.43666588899,18980.74979088595,-85116.68687500304,304.3812637102111,77.06509981414737,0.9733159619664515,124
502500,-104725.81305021781,18758.966172007902,-85966.84687820991,300.82467195656295,76.90971940221546,0.9752823484815205,124
505000,-104129.76968669251,18484.806608832674,-85644.96307785984,296.4281631138203,77.12388352484813,0.9725741019703813,124
507500,-104274.63513851573,18925.074541864917,-85349.56059665082,303.4884379345645,77.07859263478643,0.9731455803176561,124
510000,-104020.54808008729,18451.379131839814,-85569.16894824748,295.8921095963446,76.56564353626071,0.9796651382434225,124
512500,-103910.92697423487,18327.358625710942,-85583.56834852393,293.90327781691656,77.78745174121724,0.9642775290953849,124
515000,-104005.08200344478,18737.480630617123,-85267.60137282766,300.480123068238,77.19826420967338,0.9716370248419192,124
517500,-104047.26602574578,18650.60488402075,-85396.66114172502,299.08695631633924,77.71789313956974,0.9651405709743449,124
520000,-103762.31101956568,18724.099117890815,-85038.21190167486,300.2655329282877,77.3340957449929,0.9699304173282973,124
522500,-104153.13940488303,18477.587167223915,-85675.55223765911,296.31238988123647,77.14130987947223,0.9723543958074234,124
525000,-103683.60106411623,18569.778102128068,-85113.82296198816,297.7907926618382,76.91890402960252,0.9751658932995209,124
527500,-103800.64219417819,18539.067783780978,-85261.57441039721,297.2983123536094,76.84673419064258,0.9760817105586391,124
530000,-103886.21266048809,18538.506821929943,-85347.70583855815,297.2893165932209,77.45725874703004,0.9683881533249269,124
532500,-104173.34109043085,18585.888353058603,-85587.45273737225,298.04914170447086,76.81538151768409,0.9764801043444572,124
535000,-104057.0926949936,18448.63519248471,-85608.45750250889,295.8481069232336,77.03833806288321,0.9736540746559326,124
537500,-104359.0050403534,18430.461462791776,-85928.54357756162,295.55666728722304,76.67160607975917,0.9783112105623322,124
540000,-104189.48617119773,18260.46158218279,-85929.02458901494,292.83049582084635,77.41183483370362,0.9689563865884513,125
542500,-103849.4041778897,18597.359606092097,-85252.0445717976,298.23309832015474,77.69144288877257,0.9654691555546743,125
545000,-103661.34223529533,18576.913851121673,-85084.42838417366,297.9052237733655,76.87186119844147,0.975762659967549,125
547500,-103919.93856046721,18694.509036413394,-85225.42952405382,299.7910170902616,77.58226459024921,0.9668278201958387,125
550000,-103944.87286266277,18645.112311231205,-85299.76055143157,298.9988756943869,76.98590368557592,0.9743172213188047,125
552500,-103862.088904746,18892.699168523308,-84969.38973622269,302.96925628160676,77.46532374772434,0.9682873333612182,125
555000,-104008.69998615223,18847.533646010794,-85161.16634014144,302.2449677803647,77.47430046484197,0.968175140783447,125
557500,-103919.26594263245,18405.48066269094,-85513.78527994151,295.1560673326925,78.07481085580682,0.960728446696822,125
560000,-104309.9302967207,18827.933483685134,-85481.99681303557,301.93065342274775,77.05583189711075,0.9734330278829932,125
562500,-103726.53144735354,18746.0389940374,-84980.49245331614,300.6173676714204,77.41106676831093,0.9689660004834488,125
565000,-103911.84673413227,18251.97862765193,-85659.86810648034,292.69446049829344,77.80332059004309,0.964080854014947,125
567500,-103688.41224785196,18821.43740404118,-84866.97484381078,301.82648024977135,77.61949803636911,0.9663640407014955,125
570000,-104081.41360885114,19026.99907649029,-85054.41453236085,305.1229317767015,77.40149154433719,0.9690858698334116,125
572500,-104269.24540849775,18513.182061573374,-85756.06334692438,296.883200784024,76.95851529612743,0.9746639663073373,125
575000,-103595.21886023087,18647.246400108503,-84947.97246012237,299.03309861373936,77.16272933378708,0.9720844818121739,125
577500,-104081.94376705552,18528.497527284315,-85553.4462397712,297.1288044013081,77.23159846702413,0.9712176524699823,125
580000,-104374.713195008,18276.862553602085,-86097.85064140591,293.09350694852463,77.2085488904817,0.9715075964715425,125
582500,-104033.94693090918,18450.901246939204,-85583.04568396998,295.8844460840198,77.4906420708927,0.9679709672688656,125
585000,-104380.93691358902,18472.971161074005,-85907.96575251501,296.23836615716425,77.19545182403408,0.9716724235338202,125
587500,-104034.21795834322,18409.5453311007,-85624.67262724251,295.22124963164043,77.59801716006042,0.9666315520012323,125
590000,-103904.76022334746,18683.964400697616,-85220.79582264984,299.62192000084775,77.29604747174271,0.970407856715682,125
592500,-103737.21615935257,18869.468601027387,-84867.74755832518,302.59672360671163,77.60891607075794,0.9664958043127443,125
595000,-104222.88742859894,18833.020391557366,-85389.86703704158,302.01222867470494,77.44240095025502,0.9685739444962347,125
597500,-104511.28569450765,18544.122027246747,-85967.1636672609,297.3793637888877,76.73947220341412,0.977446021010167,125
600000,-103640.13327062805,18145.977944167098,-85494.15532646095,290.9946002531122,77.14350136332267,0.9723267732738639,125
602500,-103534.92439957231,18703.519804937067,-84831.40459463524,299.9355166037399,77.71957528503512,0.9651196816832112,125
605000,-103861.91167668696,18246.700495846453,-85615.2111808405,292.6098187192974,77.14816635989574,0.9722679786027882,126
607500,-104520.41301485267,18863.834700975218,-85656.57831387746,302.50637661639837,77.00726635082403,0.9740469349727128,126
610000,-104062.44893241185,18836.557386421133,-85225.89154599071,302.06894903497687,77.19541493897644,0.9716728878126037,126
612500,-104373.97006660805,18861.371121864766,-85512.59894474328,302.4668698882053,77.08781283856511,0.9730291857771125,126
615000,-103905.19161435019,18661.870602531126,-85243.32101181906,299.2676169158714,77.43859732869446,0.9686215188178956,126
617500,-103578.1140982993,18367.786108697182,-85210.32798960211,294.5515856285439,77.54012428817573,0.967353256758781,126
620000,-104415.4295266344,18451.958692817832,-85963.47083381657,295.90140361817356,76.73101701955571,0.9775537282469579,126
622500,-104323.86090302782,18402.834899677197,-85921.02600335062,295.1136390462194,76.43404402492929,0.9813518663906238,126
625000,-104264.02605338488,18481.700719431043,-85782.32533395384,296.3783560961088,77.10968548982137,0.9727531798784051,126
627500,-104317.27817742177,18546.693940404803,-85770.58423701697,297.42060779588564,77.0845204380842,0.9730707453761216,126
630000,-103549.91287240875,18325.826972544193,-85224.08589986456,293.8787157457868,77.70252065286432,0.9653315121493737,126
632500,-103553.8644175973,18793.074558739318,-84760.78985885798,301.37164475641566,78.14992751103736,0.9598050074845398,126
635000,-103962.10340657632,18593.574797129724,-85368.5286094466,298.17240393518256,77.2316620431422,0.9712168529760118,126
637500,-103637.54970873869,19107.418950590538,-84530.13075814815,306.41257013007163,77.10965877062267,0.9727535169462372,126
640000,-104159.93656084372,18242.212983533274,-85917.72357731045,292.5378555627388,77.05745683835589,0.9734125007135113,126
642500,-104076.37162069674,18490.47086994769,-85585.90075074905,296.51899698367095,77.52272378564624,0.9675703857755283,126
645000,-103312.45979482692,18161.212099591212,-85151.24769523571,291.23889995310486,78.91146880916703,0.9505423342333454,126
647500,-103360.13720272935,18773.62501834461,-84586.51218438474,301.05974581937966,77.65077906563135,0.9659747482539645,125
650000,-103718.48748907016,18552.906590310857,-85165.5808987593,297.52023580058665,77.8311160172962,0.9637365567645013,125
652500,-103940.42960403941,18469.00437403517,-85471.42523000424,296.17475351461576,77.54217384481541,0.9673276881527956,125
655000,-103778.5634581811,18639.65856879158,-85138.90488938952,298.9114177681189,77.70225310675927,0.9653348360000451,125
657500,-104043.75023296813,19062.04201580712,-84981.70821716101,305.6848913552687,76.99325548222731,0.9742241874284955,125
660000,-104066.9545413917,18663.728017808404,-85403.22652358329,299.29740301049685,77.42347201395364,0.9688107470319728,125
662500,-103799.70188733726,18775.155781489622,-85024.54610584764,301.0842936178414,77.14514810079591,0.9723060180225851,125
665000,-103879.3992751299,18444.252754924353,-85435.14652020554,295.7778287784053,76.21352096798361,0.9841913981530614,125
667500,-103329.92012376478,18261.121805897914,-85068.79831786687,292.8410833756561,77.1931942813675,0.971700840442519,125
670000,-103974.60289355356,18480.60218060389,-85494.00071294967,296.3607395825291,77.37617760604181,0.9694029103059559,125
672500,-104527.55571555928,18633.40776594635,-85894.14794961293,298.8111779309051,77.48442580968252,0.9680486236535331,125
675000,-104201.32978007686,18611.126970128622,-85590.20280994824,298.4538760928752,76.41990935000311,0.9815333778545552,126
677500,-103752.8387217808,18497.132880750112,-85255.70584103069,296.625831080808,77.58253555239091,0.9668244434856689,126
680000,-104464.4982735021,18625.799115308095,-85838.69915819401,298.6891632201104,76.54663619734983,0.9799083994528864,126
682500,-103684.7863200123,18633.17250793858,-85051.61381207372,298.8074052596201,77.38777781465386,0.9692575995565554,126
685000,-104330.81764561695,18544.08340839413,-85786.73423722282,297.3787444848406,78.1189242214447,0.9601859281500008,126
687500,-103890.9381367712,18312.612193914596,-85578.32594285661,293.6667994061668,76.82353912193344,0.9763764155748478,126
690000,-103692.20135600108,18599.920377025148,-85092.28097897593,298.2741636469338,78.00391952842297,0.9616015735249801,126
692500,-104329.03902609355,18753.090294526424,-85575.94873156713,300.73044454021095,76.57760440406007,0.9795121216363172,126
695000,-103788.61067022488,18259.716056713834,-85528.89461351105,292.81854034032693,77.01223610367066,0.9739840777856895,126
697500,-104391.64408133342,18401.781698882114,-85989.8623824513,295.09674958755846,77.34119753243519,0.9698413543207742,126
700000,-104172.16158333793,18706.766324132215,-85465.39525920572,299.98757880497885,77.27980418183391,0.9706118248327509,126
702500,-103831.76209186204,18625.96974771662,-85205.79234414542,298.691899534993,76.96840878337719,0.9745386834065229,126
705000,-104043.98943547462,18433.80171500286,-85610.18772047176,295.6102326205382,76.94970171413385,0.9747756013181545,126
707500,-103655.1278231435,18433.49434846267,-85221.63347468083,295.6053035941849,77.12739052091773,0.972529878854184,126
710000,-103596.08998231532,18658.31097260397,-84937.77900971135,299.2105335726155,77.0334102068115,0.9737163596713649,126
712500,-104032.02565921075,18581.861840084544,-85450.1638191262,297.9845712780708,76.45562022082622,0.9810749235046473,126
715000,-104197.82603174797,18640.31333278236,-85557.51269896561,298.9219177690747,76.71844502318463,0.9777139218212716,126
717500,-103512.57846117415,18823.406369670527,-84689.17209150363,301.85805520086996,77.54648236534209,0.9672739429528419,126
