#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
720000,-103899.01290809584,18471.685290296562,-85427.32761779928,296.2177455296064,77.89143930512232,0.9629901877383169,126
722500,-103465.36149919534,18313.54201284563,-85151.8194863497,293.6817102745133,76.75731478723816,0.9772188092765143,126
725000,-103962.23163676029,18629.484054752626,-85332.74758200767,298.74825606613484,77.04667451836296,0.9735487252181172,126
727500,-103829.31473980821,18635.212261711247,-85194.10247809696,298.8401153916129,76.19136245926283,0.9844776276280961,125
730000,-104032.41968620254,18572.054458297323,-85460.36522790522,297.82729702415725,77.79908923662079,0.9641332886496072,125
732500,-103970.82154386421,18797.630913899746,-85173.19062996446,301.44471189848974,77.22741218658487,0.9712702994426786,125
735000,-103934.17618798139,18524.636579290964,-85409.53960869042,297.0668890269271,77.54889636170968,0.9672438329719872,125
737500,-104048.17956997023,19225.390121475968,-84822.78944849427,308.3043928700101,76.98708943818478,0.9743022149171409,125
740000,-104406.43016554939,18743.760979639366,-85662.66918591002,300.5808367172241,76.68684588605844,0.9781167929516311,125
742500,-103781.98228194064,18409.32932877168,-85372.65295316896,295.2177857504663,77.1754755618828,0.971923933264293,125
745000,-104290.84873801505,18887.257387243677,-85403.59135077137,302.88199016825627,76.91251430810159,0.9752469079241427,125
747500,-103587.49190508202,18598.596686701756,-84988.89521838026,298.2529365332616,76.07304047644183,0.9860088579327393,125
750000,-103731.64697700785,19013.111346471123,-84718.53563053673,304.90022377728775,77.1044367059573,0.972819398781135,125
752500,-104184.08446625492,18970.298773957882,-85213.78569229704,304.21366792107375,77.24697184204646,0.9710243647223374,125
755000,-104471.32424909156,18717.74656541925,-85753.57768367231,300.163661402116,76.83074676019244,0.9762848198491151,125
757500,-103739.00084130163,18571.66038608167,-85167.34045521996,297.82097755836605,77.50283617075083,0.9678186691696239,125
760000,-104030.49839909154,18587.54100228101,-85442.95739681053,298.0756441063426,77.28980264760052,0.9704862632609674,126
762500,-103883.24091349251,18588.581789607182,-85294.65912388533,298.0923344987183,77.17633476415584,0.9719131128585918,126
765000,-104551.41624837043,18723.4283704994,-85827.98787787103,300.2547766125005,76.94480496559801,0.9748376357985938,126
767500,-104619.59013135172,18441.428672202397,-86178.16145914933,295.73254090109793,76.83975349263173,0.9761703851228536,125
770000,-103964.131236171,18634.06812954019,-85330.06310663081,298.82176772885384,77.90303081108816,0.9628469005466634,125
772500,-104378.86617262766,18832.077812265023,-85546.78836036264,301.99711317719766,77.23585889160776,0.9711640789146153,125
775000,-103513.75891877478,18471.632182047586,-85042.1267367272,296.2168938690496,77.38875003531693,0.9692454229512258,126
777500,-103856.78527696338,18568.95461780741,-85287.83065915597,297.77758700869333,77.24292971610376,0.9710751784704704,126
780000,-103840.84689356596,18846.59398117708,-84994.25291238888,302.22989902003116,76.49792231862163,0.9805324051446603,126
782500,-103799.50558971707,18958.66299925628,-84840.84259046079,304.02707298425935,77.27159293875236,0.9707149666126523,126
785000,-104465.7427008535,18481.205861585913,-85984.53683926759,296.37042040031616,77.12479815860425,0.972562568078232,126
787500,-104059.83434882492,18633.70281737717,-85426.13153144775,298.81590946829755,77.47701043085303,0.968141276264028,126
790000,-103557.00006266125,18698.16577365715,-84858.8342890041,299.8496576769388,76.7328875093804,0.9775298987735581,126
792500,-103722.4587438684,18576.67466381844,-85145.78408004995,297.9013880906647,76.91911092038627,0.9751632703774209,126
795000,-104066.01425750996,18882.17607634375,-85183.83818116621,302.8005046711044,77.19698833880535,0.9716530835431842,126
797500,-103677.90756334481,18635.91044215928,-85041.99712118553,298.8513116325102,77.29521991770223,0.9704182462966109,126
800000,-103859.02951241378,18400.757018812234,-85458.27249360154,295.08031749620244,77.44222048343231,0.9685762016043242,126
802500,-103799.76894157997,18647.405242003035,-85152.36369957693,299.03564585223734,77.8403656766547,0.9636220373273954,126
805000,-103908.24268570798,18712.8370026314,-85195.40568307659,300.0849301116194,77.49368396346118,0.9679329710923871,126
807500,-104274.57355730934,18695.674042799044,-85578.8995145103,299.8096994984806,77.05168194328458,0.9734854563571902,126
810000,-103613.83226426225,18737.75320386025,-84876.079060402,300.48449413835436,78.16579189230644,0.9596102072757261,126
812500,-104041.45338635019,18641.890269878786,-85399.5631164714,298.9472060275202,77.28620401941006,0.9705314513934388,126
815000,-103582.62071874598,18899.917280693306,-84682.70343805267,303.0850081948932,77.24827933084364,0.971007929359768,126
817500,-103759.64562042837,18807.838628060796,-84951.80699236758,301.60840600805676,77.45975436637187,0.9683569535331692,126
820000,-103494.20404993126,18920.30573251506,-84573.8983174162,303.4119638103968,77.89538343570527,0.9629414279930918,126
822500,-104432.66340762039,18665.325237405254,-85767.33817021514,299.3230165254879,76.71068330602832,0.9778128485755895,126
825000,-104301.23823942407,18454.43444046247,-85846.8037989616,295.9411054848018,76.76897314163513,0.977070406051413,126
827500,-104697.1312834638,18786.629667705856,-85910.50161575794,301.2682924600706,76.77485279141366,0.9769955790528884,126
830000,-104422.70459813566,18428.51688852359,-85994.18770961207,295.525483483651,77.10359793583521,0.9728299815797039,126
832500,-103628.46427304496,19063.420949089807,-84565.04332395515,305.7070043623828,77.33301976530136,0.9699439125394556,126
835000,-104520.64539006783,18474.345000297995,-86046.30038976984,296.2603974743535,77.48202804587527,0.9680785809483019,126
837500,-103602.72756242985,18397.427002120297,-85205.30056030955,295.0269163028864,77.25099507913787,0.9709737937072093,126
840000,-104292.72894931072,18927.145680530695,-85365.58326878003,303.52165136455824,77.0642267053025,0.9733269892720067,126
842500,-104013.74155959056,18455.77504151361,-85557.96651807695,295.9626037842143,77.78670391836378,0.9642867994299925,126
845000,-103471.55070785142,18805.114433096256,-84666.43627475516,301.56471996219267,77.9395348054544,0.9623959386834596,126
847500,-103797.91750870994,18797.299294316996,-85000.61821439295,301.43939394273036,78.06459562604144,0.9608541638896985,126
850000,-103467.47508219886,18740.24748339504,-84727.22759880382,300.52449318819225,77.0240466186702,0.9738347315222174,126
852500,-104094.7014648827,18498.325252352748,-85596.37621252995,296.64495232623926,76.92381336002877,0.9751036575446681,126
855000,-103850.0349015249,18588.891746824724,-85261.14315470017,298.0973050699871,77.2848237669976,0.970548784400255,126
857500,-103848.90070886526,18282.694996863604,-85566.20571200165,293.18703784008676,77.28980683420484,0.9704862106920435,126
860000,-103419.34379376424,18305.097792955814,-85114.24600080843,293.546296112827,77.74227921849409,0.9648378271601236,126
862500,-104016.7874185826,18328.958665680373,-85687.82875290222,293.92893656028804,77.51524581338893,0.9676637282454631,126
865000,-104280.92374171515,18740.51518275845,-85540.4085589567,300.528786099243,77.113131168229,0.9727097139397629,126
867500,-104215.74433990626,18646.936552048755,-85568.80778785751,299.0281297929592,76.79958496147663,0.9766809520816097,126
870000,-103562.09978249285,18257.76664407621,-85304.33313841664,292.78727894714336,78.4412265280478,0.9562406795465774,126
872500,-103546.69760614878,18767.559519330272,-84779.13808681851,300.9624775725845,77.27536681555628,0.9706675600606465,126
875000,-104264.56079724233,18518.558824757813,-85746.00197248452,296.9694242467839,76.83000652915733,0.9762942260219817,126
877500,-104010.74952709861,18716.897975392174,-85293.85155170644,300.15005314597977,76.85221745808877,0.9760120688847179,126
880000,-104418.68371268292,18583.349006310338,-85835.33470637258,298.0084199426463,76.77987709088961,0.9769316466976696,126
882500,-104051.17294507497,18729.3499505613,-85321.82299451367,300.34973692978303,77.19860944236723,0.9716326796746948,126
885000,-103681.77992202563,19118.945536914747,-84562.83438511088,306.5974140877804,77.78191617607398,0.964346154572114,126
887500,-104405.67846438685,18249.967133516446,-86155.7113308704,292.66220354671617,77.53795509492898,0.9673803193263871,126
890000,-104368.62280290981,18313.45443481789,-86055.16836809192,293.6803058457604,77.53081011849746,0.9674694698147069,126
892500,-103982.52684703958,18171.53396105836,-85810.99288598122,291.4044245647154,77.51558777333632,0.9676594593977756,126
895000,-103790.72388965369,18715.241243857425,-85075.48264579626,300.12348527886536,76.95350907640929,0.9747273731880016,126
897500,-104423.67850378633,18855.13570950646,-85568.54279427987,302.3668768576724,77.6043737017214,0.9665523756167321,126
900000,-104190.02777271857,18813.340466620517,-85376.68730609806,301.69663521880915,77.29292197610556,0.9704470971201704,126
902500,-103941.7489262271,18576.440154010663,-85365.30877221643,297.8976274177498,76.5602512225789,0.9797341383008176,126
905000,-103939.83762743731,18527.473434419837,-85412.36419301748,297.1123817265623,77.02557080220222,0.973815461261118,126
907500,-104035.66853997333,18473.344159465312,-85562.32438050801,296.24434767649086,77.13150155158125,0.9724780439997764,126
910000,-103539.3119360609,18919.29051848594,-84620.02141757496,303.3956835194429,77.86966633495176,0.963259447356587,126
912500,-103541.06049519498,18698.511949866195,-84842.54854532878,299.85520906732836,77.76348072482078,0.9645747728947266,126
915000,-103703.57641354809,18763.418108871207,-84940.15830467688,300.89606461403645,77.88056018501445,0.9631247076479095,126
917500,-104169.66119959962,18667.151242775843,-85502.50995682378,299.3522989209868,77.1890099784295,0.9717535149188813,126
920000,-103778.6984677735,18806.055494808592,-84972.64297296491,301.57981112331044,76.46304435165491,0.9809796666567595,126
922500,-104626.35593129788,18556.577902347897,-86069.77802894998,297.57911011322545,77.00612599847412,0.9740613592369749,126
925000,-104081.63904855086,18518.688036822714,-85562.95101172815,296.97149633203003,77.35724495673314,0.9696401649464215,126
927500,-103814.19673420605,18543.09164052119,-85271.10509368486,297.3628401838094,77.31832065557387,0.9701283101295616,126
930000,-103512.79662953445,18825.567793921102,-84687.22883561335,301.89271647885175,77.92878975104092,0.9625286367115118,126
932500,-103530.9961322454,18806.096607263607,-84724.8995249818,301.5804704155486,77.77979578007199,0.9643724441208353,126
935000,-103682.15942748927,18642.85051960498,-85039.30890788429,298.96260489365335,77.49722323763628,0.967888765893482,126
937500,-103315.79173324781,18217.448526645603,-85098.3432066022,292.14072495590756,77.37842426726287,0.9693747639596482,126
940000,-104130.94852211548,18670.288386092987,-85460.66013602249,299.4026071363014,76.88985904634932,0.9755342601737911,126
942500,-104074.89573322982,18967.71014736686,-85107.18558586296,304.1721558922166,76.91202299795825,0.975253137752451,126
945000,-104010.61917152384,18567.924924352206,-85442.69424717163,297.7610745211161,77.78540286077312,0.9643029283258243,126
947500,-103691.21856826043,18441.500545972493,-85249.71802228794,295.733693491444,77.59017933468145,0.9667291969528917,126
950000,-104185.53658714844,18620.992816326383,-85564.54377082206,298.6120879004344,77.98685253947313,0.9618120146813429,126
952500,-103793.34180031542,18693.61296944262,-85099.7288308728,299.7766474789482,77.12270402249185,0.9725889763638492,126
955000,-104111.79869500315,18522.18742021511,-85589.61127478804,297.02761354293676,78.0466360346287,0.9610752694884462,126
957500,-103883.5231655722,18703.676234792452,-85179.84693077975,299.9380251620207,76.64904737223378,0.978599138947935,126
960000,-103983.92918736639,18586.482080309594,-85397.4471070568,298.05866290110146,77.27859799014878,0.9706269744853461,126
962500,-104228.00469608046,18387.51907691022,-85840.48561917024,294.8680297030726,77.38830656483809,0.9692509771718945,126
965000,-104269.56544290588,18588.35146015277,-85681.2139827531,298.0886408632626,77.56409080325024,0.967054354442382,126
967500,-103513.4906113362,18714.90618198458,-84798.58442935161,300.11811212146114,77.01832243990303,0.973907109158036,126
970000,-103684.86956197489,18864.4865307305,-84820.38303124439,302.51682956303233,77.13175962577117,0.9724747901976509,125
972500,-103548.68969546317,19187.366951863747,-84361.32274359942,307.6946413826166,77.49831274814106,0.9678751588233342,125
975000,-104212.50482590857,18899.89925388107,-85312.6055720275,303.0847191112717,77.16215017639284,0.9720917780048564,125
977500,-103704.62447205349,18854.216014024103,-84850.40845802939,302.3521283321278,77.22234284269904,0.9713340595278137,125
980000,-104049.79069010715,18777.696388481534,-85272.09430162562,301.1250355893288,77.43165774000865,0.9687083287239342,125
982500,-103799.1726277537,18582.97648699337,-85216.19614076032,298.00244610590624,77.45689540038248,0.9683926959881363,125
985000,-104789.15985046537,18906.758285291377,-85882.40156517399,303.19471269274226,76.89362247720574,0.97548651426694,125
987500,-104549.4197955355,18497.010027650744,-86052.40976788476,296.6238609699299,76.68289166710831,0.9781672303813373,125
990000,-104122.42568810761,18572.927292397246,-85549.49839571037,297.8412940658584,76.82505463788434,0.9763571547485606,125
992500,-103516.29552058224,18373.113277252123,-85143.18224333011,294.63701377625216,78.3342300856152,0.9575468052429557,125
995000,-104144.74361117615,18553.113986529526,-85591.62962464662,297.52356167147275,76.96589380029073,0.9745705280091754,125
997500,-103953.27469444601,18873.063312935526,-85080.21138151048,302.65436953563056,77.40128015396274,0.9690885165005532,125
1000000,-104022.02538356418,18806.325372371357,-85215.70001119282,301.58413896465004,77.15434900879599,0.9721900673557117,125
1002500,-103693.422634847,18370.166607714666,-85323.25602713233,294.5897600582785,77.50623433763296,0.9677762363333806,125
1005000,-103950.27580283314,18374.05483925203,-85576.22096358112,294.6521129601385,77.12169537781385,0.9726016964770428,125
1007500,-104116.10725423694,18261.314576580306,-85854.79267765663,292.84417470685,76.95105595298017,0.9747584465310059,125
1010000,-103809.55375938874,18493.57138566044,-85315.9823737283,296.56871782722027,77.88632722852705,0.9630533936921137,125
1012500,-103616.49104911264,18765.242289229063,-84851.24875988357,300.92531774305803,77.68451838285584,0.9655552138455566,125
1015000,-103616.39843019261,18811.11339379521,-84805.2850363974,301.6609211796689,77.0353406874523,0.9736919586553481,125
1017500,-103953.81063724903,18493.346861575264,-85460.46377567376,296.5651172884885,77.13899140832262,0.9723836206595082,126
1020000,-104213.65920382238,18652.12324964875,-85561.53595417363,299.1113053043253,76.93040253071298,0.9750201388807459,126
1022500,-104645.84270348074,18500.128628396895,-86145.71407508384,296.6738718307536,76.54513768106474,0.9799275830188053,126
1025000,-103708.09841955255,18304.4290504182,-85403.66936913435,293.5355719475049,77.1674469233005,0.9720250539609181,126
1027500,-103910.18616507063,18352.700922661694,-85557.48524240893,294.30967484844444,76.59430270477495,0.9792985784955958,126
1030000,-104219.79233072512,18249.820228062483,-85969.97210266264,292.6598477247273,77.39186103866649,0.9692064611570931,126
1032500,-103695.40211002505,19052.815370606026,-84642.58673941903,305.53692997560483,77.06359068005301,0.9733350223851243,126
1035000,-104110.46455205034,18624.672892585397,-85485.79165946494,298.6711027588889,77.01434182729622,0.9739574471447615,126
1037500,-104044.94969110691,18560.129524564254,-85484.82016654266,297.6360650423166,77.83486297490072,0.9636901626438963,126
1040000,-103936.98734728026,17952.296818755916,-85984.69052852434,287.88866890904177,77.3499337520868,0.9697318164493427,126
1042500,-103934.86728294124,18191.96612165487,-85742.90116128637,291.73208110785583,76.92407586757795,0.9751003299509536,126
1045000,-103994.58178744896,18851.598980433075,-85142.98280701588,302.3101607596986,76.9689615107537,0.9745316850762972,126
1047500,-104100.22003163851,18492.109044766054,-85608.11098687246,296.5452672694545,77.78500300006519,0.9643078854105669,126
1050000,-104299.04801744327,18815.510703512293,-85483.53731393098,301.73143781907237,76.92490165754019,0.9750898622344238,126
1052500,-103965.21932279936,18487.693666882114,-85477.52565591724,296.4744608832538,76.31055628642109,0.9829399156535138,126
1055000,-104509.71257971239,18016.411373251933,-86493.30120646046,288.9168300372752,76.36254584865267,0.9822707051741243,126
1057500,-104813.555686165,18654.423125288624,-86159.13256087637,299.14818683226036,77.24811024806725,0.9710100547284801,126
1060000,-104457.64354503201,18519.14801134984,-85938.49553368217,296.9788726279816,77.67526158146644,0.9656702820495524,126
1062500,-104590.96361460595,18324.58193362248,-86266.38168098347,293.8587499106889,76.82804642237558,0.9763191341255003,126
1065000,-103828.59710170096,18669.42806985692,-85159.16903184404,299.38881083499564,78.06460750619588,0.9608540176634349,126
1067500,-104232.3987553576,18756.76005998673,-85475.63869537087,300.78929405145965,77.04199581262223,0.9736078481414204,126
1070000,-103909.98817257199,18402.361116399057,-85507.62705617293,295.1060413088005,77.54896029757087,0.9672430355200651,126
1072500,-104050.47295707255,18836.569597077672,-85213.90335999487,302.0691448488993,76.77605514714715,0.9769802787586259,126
1075000,-104085.43652078207,18546.087892941432,-85539.34862784063,297.4108890284607,77.23777719469004,0.9711399587610631,126
1077500,-103860.675879566,18237.365295837168,-85623.31058372883,292.4601165206425,77.379706867174,0.9693586961812029,126
1080000,-104133.65456814656,18745.535980353365,-85388.1185877932,300.6093011860341,77.68409977615406,0.9655604168135338,126
1082500,-103879.9248517229,18479.796698817867,-85400.12815290503,296.3478226236826,77.0144198619376,0.9739564602851547,126
1085000,-104212.39718016062,18560.00936936401,-85652.38781079662,297.634138195796,77.4044873249562,0.9690483633687695,126
1087500,-103333.67021980614,18858.921713352902,-84474.74850645324,302.42759040418076,78.01714472070624,0.9614385662045343,126
1090000,-103828.63514804898,18811.456461296882,-85017.1786867521,301.6664227178509,77.39149366515542,0.9692110619312057,126
1092500,-104115.84328095429,18707.806479743682,-85408.0368012106,300.0042590669791,76.74006907000249,0.9774384186600658,126
1095000,-103558.89038917737,18784.218483611476,-84774.67190556589,301.22962595480755,77.20837515529911,0.9715097825692206,126
1097500,-104172.30787591974,18923.269959864905,-85249.03791605483,303.4594990909633,77.15755412047038,0.9721496827456741,126
1100000,-104189.43018382322,18712.55461251887,-85476.87557130435,300.08040161510274,76.81309570689253,0.9765091625244423,126
1102500,-103431.06941830681,18609.254837616696,-84821.81458069012,298.42385398805374,77.40347693438025,0.9690610128952862,126
1105000,-103669.51645308232,18696.34286418464,-84973.17358889768,299.8204249282337,76.99461567478703,0.9742069767121405,126
1107500,-103623.74222259235,18832.51238032058,-84791.22984227177,302.0040820469934,77.69263959339231,0.9654542843724784,126
1110000,-103674.22055925685,18639.351166507928,-85034.86939274892,298.9064881685722,77.71723097997315,0.9651487940811523,126
1112500,-104033.86755922658,18395.39566184301,-85638.47189738357,294.9943410923473,77.1252948181302,0.9725563051204678,126
1115000,-104218.86068727693,18468.183687309735,-85750.6769999672,296.1615927245864,77.42831517690585,0.9687501476465021,126
1117500,-103641.24042483512,18586.740455746127,-85054.499969089,298.0628062907331,77.6374572888204,0.9661404994319479,126
1120000,-104116.29172472795,18847.27908551297,-85269.01263921498,302.24088556828815,77.78824346994848,0.9642677146788277,126
1122500,-103581.35072913533,18640.489598930348,-84940.86113020498,298.92474442837243,77.14078292540405,0.9723610380281159,126
1125000,-103972.67451739905,18619.065519119613,-85353.60899827944,298.5811811572444,76.73874211269701,0.9774553204102716,126
1127500,-104293.6331881996,18625.01279459521,-85668.62039360439,298.6765535342494,77.39463152147005,0.9691717666339595,126
1130000,-103425.66751625773,18826.647652473068,-84599.01986378466,301.91003342967275,78.33411592566056,0.9575482007205016,126
1132500,-104174.25615740847,18406.08592500165,-85768.17023240682,295.1657735091628,77.0575445271657,0.9734113930038875,126
1135000,-103816.13788363908,18760.53385447804,-85055.60402916104,300.84981180491525,77.11752971307516,0.9726542335928825,126
1137500,-104106.25730270986,18606.078083057655,-85500.1792196522,298.37291055442586,76.95467633280909,0.974712588423532,126
1140000,-103894.01271018409,18695.808040841017,-85198.20466934307,299.8118483331578,77.1372027579239,0.9724061682019214,127
1142500,-103775.11680064455,18657.01110729715,-85118.1056933474,299.18968852439014,77.27377240954874,0.9706875880486793,127
1145000,-104372.76792463311,18375.237964380387,-85997.52996025272,294.6710859262049,77.6248124699578,0.9662978804448278,127
1147500,-104230.60791373218,18816.086688797455,-85414.52122493472,301.7406744999679,76.91234796733254,0.9752490171214949,127
1150000,-104553.21175385918,19004.346722263843,-85548.86503159534,304.75967151135785,77.54884554800243,0.9672444667563409,127
1152500,-104359.409729757,18355.501677428954,-86003.90805232804,294.35458863134517,77.13929457800613,0.9723797990373877,127
1155000,-103925.05378155492,18867.82513736328,-85057.22864419164,302.5703685073371,77.51999608317261,0.9676044317542182,127
1157500,-103993.89459817973,18786.20839918498,-85207.68619899475,301.2615368657891,78.00859206270198,0.9615439758143147,127
1160000,-104018.69963505433,18567.912730007432,-85450.7869050469,297.76087896877425,76.90163422261959,0.9753848863927607,127
1162500,-104106.69503194815,18849.95966226328,-85256.73536968487,302.2838721387725,77.14455107793201,0.97231354271377,127
1165000,-104001.41486706841,18926.209632046055,-85075.20523502235,303.5066405971339,77.0754282791878,0.9731855331110965,127
1167500,-104289.29606731213,18281.72991071455,-86007.56615659758,293.171561415558,77.11585497414465,0.9726753569002939,127
1170000,-104162.86640301463,18275.550054249587,-85887.31634876505,293.07245929677566,77.41263669495973,0.9689463498732787,127
1172500,-103655.38335540681,18305.724039161578,-85349.65931624523,293.5563387936275,78.01392627432382,0.9614782301289525,127
1175000,-104166.67968935007,18257.330575671745,-85909.34911367833,292.78028601728136,77.61441814913346,0.966427289521398,127
1177500,-103883.31646622543,18500.874110464938,-85382.44235576049,296.6858266152824,77.90673815244969,0.9628010816326147,127
1180000,-104189.47630763741,18729.02933899965,-85460.44696863776,300.34459550210653,77.57515381877406,0.9669164425361993,127
1182500,-103656.30583168194,18440.717486388516,-85215.58834529342,295.7211361020702,77.52797424138318,0.967504858647642,127
1185000,-103817.96045170329,18304.92561007943,-85513.03484162386,293.54353493415493,78.00326821304355,0.961609602751294,127
1187500,-104034.08404479234,18610.73546107253,-85423.34858371981,298.44759773071564,77.49736743152715,0.9678869650110558,127
1190000,-104153.67741635384,18336.841832439415,-85816.83558391442,294.05535349779535,76.99308403320455,0.9742263568413327,127
1192500,-104285.37021940295,18199.041945969802,-86086.32827343314,291.8455512484192,78.03421561530675,0.961228240307117,127
1195000,-104231.45582276711,18534.66312476946,-85696.79269799765,297.22767785861265,77.7409744020068,0.9648540211468098,127
1197500,-104273.32965078542,18894.168598649267,-85379.16105213616,302.99282052451605,77.42249250277455,0.9688230039475856,127
1200000,-103734.50007297308,18414.45689523453,-85320.04317773855,295.3000130163496,77.34739915763251,0.9697635935602849,127
1202500,-104545.2202838558,18491.75622067647,-86053.46406317933,296.53960927156515,76.83246625478817,0.9762629707981414,127
1205000,-103800.3357794605,18620.11826729495,-85180.21751216555,298.59806335755303,78.27429865412287,0.9582799596978132,127
1207500,-104732.45736368699,18932.468028078554,-85799.98933560844,303.6070022010831,76.90069144541411,0.9753968442909303,127
1210000,-103934.46907208569,18592.864682650194,-85341.6043894355,298.16101631640885,77.17661859000755,0.9719095385368336,127
1212500,-103993.8471566803,18623.32593706972,-85370.52121961059,298.6495025572878,76.9728117139631,0.9744829387080928,127
1215000,-103763.00270779163,18460.122775759315,-85302.87993203232,296.0323254157917,77.35044847838074,0.9697253633973719,127
1217500,-103914.50296532654,18626.360908393224,-85288.14205693331,298.69817231042975,77.7999088408345,0.9641231317263184,127
1220000,-103819.3448329157,18660.64629192988,-85158.69854098582,299.2479834866293,76.55904590838702,0.9797495628329176,127
1222500,-103628.01200115657,18736.419929020223,-84891.59207213635,300.46311332436375,77.17518372083532,0.9719276086335643,127
1225000,-103743.35099591664,17996.919417685363,-85746.43157823128,288.60425091722465,76.72632260290386,0.9776135388092821,127
1227500,-103971.75890447991,18829.98727596167,-85141.77162851824,301.9635886805968,77.42882548196279,0.9687437629687524,127
1230000,-103871.38868137938,18765.65942786541,-85105.72925351397,300.93200710921434,77.50269723706334,0.9678204041107462,127
1232500,-103977.07690233423,18522.082977659302,-85454.99392467493,297.0259386693163,77.75363940583195,0.9646968596304881,127
1235000,-104037.18690255331,18676.373219632544,-85360.81368292077,299.50018543761416,77.07464275612033,0.9731954515441615,127
1237500,-103239.45461080363,18782.900939376326,-84456.5536714273,301.2084974017363,77.61520453151296,0.9664174978652897,127
1240000,-104279.99194743857,18287.62066547619,-85992.37128196238,293.2660274086462,77.02293880416572,0.9738487381059351,127
1242500,-104359.62433705165,18636.1222312185,-85723.50210583315,298.8547079483668,77.52141859946111,0.9675866762346487,127
1245000,-103873.3997105055,18488.803574509453,-85384.59613599605,296.49225971048315,77.74309994912008,0.964827641407891,127
1247500,-103790.86531345849,18719.327391082537,-85071.53792237595,300.1890120188408,76.73834174159613,0.9774604201407819,127
1250000,-104374.47361373599,18731.75126255001,-85642.72235118598,300.38824512285953,76.38471770636666,0.9819855857554015,127
1252500,-104429.31513855234,18548.748787791934,-85880.5663507604,297.45355997381944,76.89755127739784,0.9754366753378587,127
1255000,-104146.67911721638,18483.836743173422,-85662.84237404296,296.4126100435652,76.81322551931646,0.9765075122484577,127
1257500,-103243.64831025095,19130.45930768503,-84113.18900256592,306.7820525312423,77.33296506109524,0.9699445986635643,127
1260000,-104144.5143460295,18304.981753113447,-85839.53259291605,293.54443526147764,77.0570200189978,0.9734180187756373,127
1262500,-103483.62310143223,18408.360888154013,-85075.26221327821,295.20225553262554,77.83467111320671,0.9636925381306101,127
1265000,-103578.32406220527,18587.37111129705,-84990.95295090822,298.0729196811771,76.87883839513464,0.9756741038948173,127
1267500,-104492.82315358135,18721.878653357737,-85770.94450022362,300.2299248617968,77.36682648680276,0.9695200794159812,127
1270000,-104153.92768099345,18811.077077007852,-85342.8506039856,301.6603387922632,77.2383842972651,0.9711323254894058,127
1272500,-103804.93002476043,18695.31120408266,-85109.61882067777,299.80388090289125,77.17613680502562,0.9719156058451862,127
1275000,-103917.90618812048,18639.162638789043,-85278.74354933144,298.90346487887336,76.84740870918553,0.9760731431231944,127
1277500,-103366.44706339599,18939.615048782143,-84426.83201461384,303.7216140692911,77.90359230041854,0.962839960837653,127
1280000,-103593.96688735695,18547.746379761607,-85046.22050759534,297.4374850438833,77.85566242050616,0.9634327090368593,127
1282500,-104239.5724326059,18508.023882781272,-85731.54854982463,296.8004826092163,77.11693334995432,0.9726617553535262,127
1285000,-103914.18650334771,18658.99050181615,-85255.19600153156,299.221430716438,76.88513228578941,0.9755942342770896,127
1287500,-104504.47385810048,18762.310227400623,-85742.16363069986,300.87829827889306,77.10075721237358,0.9728658248198064,127
1290000,-103682.73012993915,18377.96868835285,-85304.7614415863,294.7148766732902,77.68685022507768,0.9655262318182428,127
1292500,-104114.92408817343,18722.646933063166,-85392.27715511026,300.24224523639725,76.6847400563735,0.9781436528898197,127
1295000,-103882.0557548023,18324.524285669904,-85557.5314691324,293.8578254500196,77.79770734307411,0.9641504142130103,127
1297500,-104324.13788243069,18639.72123612062,-85684.41664631007,298.91242272108525,76.92251514877395,0.9751201142419093,128
1300000,-104467.32791445707,18448.185028170235,-86019.14288628683,295.84088794693247,77.45991522485946,0.9683549425777667,128
1302500,-104114.77579069033,18458.490885955514,-85656.28490473481,296.0061559184753,77.25179020269286,0.9709637998399783,128
1305000,-103802.22272887651,18647.701504166587,-85154.52122470993,299.0403968053201,76.99375273742774,0.9742178955148485,128
1307500,-103963.63417240186,18441.86311925249,-85521.77105314936,295.73950783041215,77.23364409853409,0.9711919285324923,128
1310000,-104452.60224881582,18586.994066649582,-85865.60818216624,298.0668732748162,77.71055806682313,0.9652316702596276,128
1312500,-103948.33542063285,18568.509745033807,-85379.82567559904,297.7704528892033,77.55531080586252,0.9671638341752018,128
1315000,-104257.0242300441,18794.597214255016,-85462.42701578909,301.3960625383879,77.17944043414178,0.9718740034614963,128
1317500,-103970.83713550004,18570.25921670324,-85400.5779187968,297.7985079662384,77.0069916600911,0.9740504094840617,128
1320000,-104008.28511724388,18718.67334417037,-85289.61177307351,300.1785235171828,77.67806067049308,0.9656354846168343,128
1322500,-104302.49606576213,18313.814020662918,-85988.68204509921,293.6860722772833,77.08989299148328,0.9730029300719648,128
1325000,-103366.72153811716,18804.236786962952,-84562.4847511542,301.55064575321313,77.2647220201518,0.9708012893657222,128
1327500,-103636.40149083233,18353.82804372943,-85282.5734471029,294.3277497158091,77.14558040411306,0.9723005694782267,128
1330000,-103637.25652373966,18761.906440847495,-84875.35008289217,300.87182303093584,77.8277615242566,0.9637780952529321,128
1332500,-104339.7481962347,18583.572171560256,-85756.17602467444,298.0119986906692,77.0001921951416,0.9741364225371402,128
